"Nome","l0","l1","l2","Genero","ConfId","Posicao"
"Ömer Egecioglu","GreaterAfrican","Africans","\N","M","conf/icde/WuAEA07",2
"Ömer Egecioglu","GreaterAfrican","Africans","\N","M","conf/latin/ArslanE02",1
"Ömer Egecioglu","GreaterAfrican","Africans","\N","M","conf/cikm/EgeciogluF00",0
"Ömer Egecioglu","GreaterAfrican","Africans","\N","M","conf/mfcs/IbarraDES03",2
"Ömer Egecioglu","GreaterAfrican","Africans","\N","M","conf/infocom/PuttaswamySEZ09",2
"Ömer Egecioglu","GreaterAfrican","Africans","\N","M","conf/icde/DasEA10",1
"Ömer Erdem Demir","GreaterAfrican","Muslim","\N","M","conf/icse/DemirDMW05",0
"Önder Babur","Asian","IndianSubContinent","\N","M","conf/kbse/Babur16",0
"Övünç Bozcan","GreaterEuropean","WestEuropean","Hispanic","M","conf/icse/BozcanB13",0
"Özalp Babaoglu","GreaterAfrican","Muslim","\N","M","conf/coopis/BabaogluBMPVW04",0
"Özgü Alay","GreaterEuropean","EastEuropean","\N","F","conf/infocom/LivadariuFADDE15",2
"Özgü Alay","GreaterEuropean","EastEuropean","\N","F","conf/mobicom/AlayLGQMHDWEHAK16",0
"Özgü Alay","GreaterEuropean","EastEuropean","\N","F","conf/infocom/FerlinADHW16",1
"Özgül Salor","GreaterAfrican","Muslim","\N","F","conf/kdd/GuderCSC09",2
"Özgür Özkan","GreaterAfrican","Muslim","\N","M","conf/isaac/HellersteinOS11",1
"Özgür Özkan","GreaterAfrican","Muslim","\N","M","conf/icalp/IaconoO14",1
"Özgür Özkan","GreaterAfrican","Muslim","\N","M","conf/soda/AloupisILOW14",3
"Özgür Özkan","GreaterAfrican","Muslim","\N","M","conf/icalp/DemaineILO13",3
"Özgür Özkan","GreaterAfrican","Muslim","\N","M","conf/icalp/IaconoO10",1
"Özgür Özkan","GreaterAfrican","Muslim","\N","M","conf/esa/DavoodiFIO14",3
"Özgür Çetin","GreaterAfrican","Muslim","\N","M","conf/kdd/ShaparenkoCI09",1
"Özgür Alan","GreaterEuropean","WestEuropean","French","M","conf/icde/KaraASACA10",1
"Özgür B. Akan","GreaterAfrican","Muslim","\N","M","conf/infocom/OzgerA13",1
"Özgür B. Akan","GreaterAfrican","Muslim","\N","M","conf/infocom/KocaogluA12",1
"Özgür Dagdelen","GreaterEuropean","British","\N","M","conf/eurocrypt/ZhangZDSD15",4
"Özgür Erçetin","GreaterAfrican","Muslim","\N","M","conf/infocom/JakllariKFKE06",4
"Özgür Erçetin","GreaterAfrican","Muslim","\N","M","conf/infocom/AthanasiouKET07",2
"Özgür Erçetin","GreaterAfrican","Muslim","\N","M","conf/infocom/KhalilKEE11",2
"Özgür L. Özçep","GreaterAfrican","Muslim","\N","M","conf/sigmod/KharlamovBJKLMN16",7
"Özgür Sümer","GreaterAfrican","Muslim","\N","M","conf/aaai/SumerAIM11",0
"Özgür Sümer","GreaterAfrican","Muslim","\N","M","conf/soda/Sumer05",0
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/aaai/Simsek05",0
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/icml/SimsekB04",0
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/kdd/NevilleSJKPG05",1
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/ijcai/SimsekJ05",0
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/icml/SimsekAK16",0
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/icml/Simsek09",0
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/icml/SimsekWB05",0
"Özgür Simsek","GreaterAfrican","Muslim","\N","M","conf/icml/SimsekB06",0
"Özgür Tasar","GreaterAfrican","Muslim","\N","M","conf/chi/BeusekomBT04",2
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/www/SazogluUAOC15",1
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/www/OzcanAU08",2
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/sigir/AliciAOCU11",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/sigir/AltingovdeOOCU07",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/ride/SayginUE00",1
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/dasfaa/LamULCL01",1
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/adbis/KarakayaU01",1
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/cikm/OzcanAU08",2
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/cikm/SazogluCOAU13",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/sigir/AltingovdeDCU08",3
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/www/AliciAOCU11",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/sigir/AltingovdeOU11",2
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/sigir/UstaAVOU14",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/cikm/AltingovdeOCYU07",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/sigir/SazogluCOAU13",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/cikm/AltingovdeOU09",2
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/vldb/OzsoyogluAAOUO02",4
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/cikm/AltingovdeBCOSU12",5
"Özgür Ulusoy","GreaterAfrican","Muslim","\N","M","conf/vldb/UlusoyGDSA04",0
"Özge Öztimur Karadag","GreaterAfrican","Muslim","\N","F","conf/cvpr/KaradagY09",0
"Özge Can Özcanli","GreaterAfrican","Muslim","\N","F","conf/cvpr/OzcanliDMWHT14",0
"Özge Can Özcanli","GreaterAfrican","Muslim","\N","F","conf/cvpr/OzcanliTK06",0
"Özge Can Özcanli","GreaterAfrican","Muslim","\N","F","conf/cvpr/OzcanliDMWHT15",0
"Özlem Çetinoglu","GreaterAfrican","Muslim","\N","F","conf/acl/CetinogluO06",0
"Özlem Çetinoglu","GreaterAfrican","Muslim","\N","F","conf/acl/SulgerBKMLRDDRSPCAM13",11
"Özlem Çetinoglu","GreaterAfrican","Muslim","\N","F","conf/aaai/FosterCWRHNHG11",1
"Özlem Albayrak","GreaterAfrican","Muslim","\N","F","conf/icse/Albayrak15",0
"Özlem Aslan","GreaterAfrican","Muslim","\N","F","conf/icml/WangMCBPRGUA16",8
"Özlem N. Subakan","Asian","IndianSubContinent","\N","F","conf/cvpr/SubakanV08",0
"Özlem N. Subakan","Asian","IndianSubContinent","\N","F","conf/iccv/SubakanJVV07",0
"Özlem Uzuner","GreaterAfrican","Muslim","\N","F","conf/aaai/UzunerK05",0
"A Min Tjoa","GreaterAfrican","Africans","\N","-","conf/dolap/NguyenST05",2
"A.-Yeong Kim","Asian","GreaterEastAsian","EastAsian","-","conf/sigir/SonKP13",1
"A. A. Clark","GreaterEuropean","British","\N","-","conf/cvpr/ClarkT01",0
"A. Alfonso","GreaterEuropean","WestEuropean","French","-","conf/icse/AlfonsoBKO04",0
"A. Ali","GreaterAfrican","Muslim","\N","-","conf/cvpr/ShalabyAF11",1
"A. Ant Ozok","Asian","GreaterEastAsian","Japanese","-","conf/chi/HouKKLBCMOT06",7
"A. Ant Ozok","Asian","GreaterEastAsian","Japanese","-","conf/chi/GoodallOLRK05",1
"A. Ardeshir Goshtasby","GreaterEuropean","British","\N","-","conf/cvpr/JacksonG14",1
"A. Basu","Asian","IndianSubContinent","\N","-","conf/chi/CassellABBCMRSV00",2
"A. Beliz Saybasili","GreaterAfrican","Muslim","\N","-","conf/spaa/CarageaSWV09",1
"A. Berger","GreaterEuropean","Jewish","\N","-","conf/cvpr/RothLBB10",2
"A. Botta","GreaterEuropean","WestEuropean","Italian","-","conf/icsm/ContiniVBVT01",2
"A. Brizioli","GreaterEuropean","WestEuropean","Italian","-","conf/icsm/BrizioliCLS01",0
"A. Bruce McDonald","GreaterEuropean","British","\N","-","conf/infocom/SantivanezMSR02",1
"A. Burrell","GreaterEuropean","British","\N","-","conf/icde/BurrellS06",0
"A. C. Cem Say","Asian","IndianSubContinent","\N","-","conf/mfcs/CaferovKOS15",3
"A. C. Cem Say","Asian","IndianSubContinent","\N","-","conf/fsttcs/ODonnellS14",1
"A. C. Rajeev","Asian","IndianSubContinent","\N","-","conf/kbse/RajeevSSR10",0
"A. César C. França","Asian","IndianSubContinent","\N","-","conf/icse/FrancaAS13",0
"A. César C. França","Asian","IndianSubContinent","\N","-","conf/icse/FrancaS10",0
"A. Cüneyd Tantug","Asian","IndianSubContinent","\N","-","conf/acl/TantugAO07",0
"A. Cagatay Talay","GreaterAfrican","Muslim","\N","-","conf/mobicom/TalayA09",0
"A. Cavan Fyans","GreaterEuropean","EastEuropean","\N","-","conf/chi/FyansGS09",0
"A. Chiou","Asian","GreaterEastAsian","EastAsian","-","conf/dasfaa/ChiouS01",0
"A. Chris Long","Asian","GreaterEastAsian","EastAsian","-","conf/chi/CasaresLMSC02",1
"A. Chris Long","Asian","GreaterEastAsian","EastAsian","-","conf/chi/LongCMBSDYC03",0
"A. Chris Long","Asian","GreaterEastAsian","EastAsian","-","conf/chi/PatrickLF03",1
"A. Chris Long","Asian","GreaterEastAsian","EastAsian","-","conf/chi/MyersBNPKML02",6
"A. D. Kennedy","GreaterEuropean","British","\N","-","conf/issac/KennedyBR07",0
"A. David Marshall","GreaterEuropean","Jewish","\N","-","conf/cvpr/AubreyMRVCW13",1
"A. David Marshall","GreaterEuropean","Jewish","\N","-","conf/cvpr/SidorovRM11",2
"A. David Marshall","GreaterEuropean","Jewish","\N","-","conf/cvpr/SidorovRM09",2
"A. Dawn Shaikh","GreaterAfrican","Muslim","\N","-","conf/chi/StrainSB07",1
"A. Dumitrescu","GreaterEuropean","WestEuropean","French","-","conf/infocom/Dumitrescu06",0
"A. E. Eiben","GreaterEuropean","Jewish","\N","-","conf/ijcai/NannenE07",1
"A. Elhayek","GreaterAfrican","Muslim","\N","-","conf/cvpr/ElhayekAJTPABST15",0
"A. Elhayek","GreaterAfrican","Muslim","\N","-","conf/cvpr/ElhayekSHKST12",0
"A. Enis Çetin","GreaterAfrican","Muslim","\N","-","conf/cvpr/ToreyinC07",1
"A. Enis Çetin","GreaterAfrican","Muslim","\N","-","conf/iccv/ToreyinDC05",2
"A. F. Rovers","GreaterEuropean","British","\N","-","conf/chi/RoversE04",0
"A. Fleming Seay","GreaterEuropean","British","\N","-","conf/chi/SeayK07",0
"A. Fleming Seay","GreaterEuropean","British","\N","-","conf/chi/SeayKHR02",0
"A. Fleming Seay","GreaterEuropean","British","\N","-","conf/chi/SeayJLK04",0
"A. Frank van der Stappen","GreaterEuropean","British","\N","-","conf/isaac/CheongHS03",2
"A. Frank van der Stappen","GreaterEuropean","British","\N","-","conf/esa/BergGKLOS02",5
"A. Frank van der Stappen","GreaterEuropean","British","\N","-","conf/compgeom/MoetKS06",2
"A. Frank van der Stappen","GreaterEuropean","British","\N","-","conf/esa/KreveldS04",1
"A. Furone","Asian","GreaterEastAsian","Japanese","-","conf/icsm/Furone01",0
"A. G. Amitha Perera","Asian","IndianSubContinent","\N","-","conf/cvpr/ChanHBPSD06",3
"A. G. Amitha Perera","Asian","IndianSubContinent","\N","-","conf/cvpr/PereraSHBH06",0
"A. G. Amitha Perera","Asian","IndianSubContinent","\N","-","conf/cvpr/OhHPCCLMALDSWJRSVPRYTSFRD11",2
"A. G. Amitha Perera","Asian","IndianSubContinent","\N","-","conf/cvpr/PereraBHD06",0
"A. G. Amitha Perera","Asian","IndianSubContinent","\N","-","conf/cvpr/PereraTFS00",0
"A. G. Amitha Perera","Asian","IndianSubContinent","\N","-","conf/cvpr/KaucicPBKH05",1
"A. G. Amitha Perera","Asian","IndianSubContinent","\N","-","conf/aaai/HoogsP08",1
"A. G. Oliveira","GreaterEuropean","WestEuropean","Hispanic","-","conf/compgeom/OliveiraRS05",0
"A. Godse","Asian","IndianSubContinent","\N","-","conf/ssdbm/MahouiBGKL06",2
"A. Goldberg","GreaterEuropean","Jewish","\N","-","conf/kbse/MartinWTG00",3
"A. Gural Vural","GreaterAfrican","Muslim","\N","-","conf/cikm/VuralCS12",0
"A. H. G. Rinnooy Kan","Asian","IndianSubContinent","\N","-","conf/icsm/Kan03",0
"A. Harbach","GreaterEuropean","Jewish","\N","-","conf/cvpr/EdenboroughHHIKMNSSSWWYZ05",2
"A. Hartfiel","GreaterEuropean","British","\N","-","conf/cvpr/HuHTFHP11",1
"A. Hasan Mahmud","GreaterAfrican","Muslim","\N","-","conf/sigmetrics/MahmudHR14",0
"A. Heather Faucett","GreaterEuropean","British","\N","-","conf/chi/RinglandWFDH16",2
"A. Iglesias","GreaterEuropean","WestEuropean","Hispanic","-","conf/cvpr/CancelaIOP14",1
"A. Imran Nordin","GreaterEuropean","WestEuropean","French","-","conf/chi/CairnsLWN14",3
"A. Imran Nordin","GreaterEuropean","WestEuropean","French","-","conf/chi/NordinAAAAC13",0
"A. Ingold","GreaterEuropean","WestEuropean","Italian","-","conf/cvpr/EdenboroughHHIKMNSSSWWYZ05",3
"A. Inkeri Verkamo","Asian","IndianSubContinent","\N","-","conf/csmr/GustafssonPNV02",3
"A. Islam","GreaterAfrican","Muslim","\N","-","conf/cvpr/HolubMIMY09",2
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/NeustaedterB06",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushMSV09",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/NeustaedterBS05",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/ChettyBMJ09",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushWTS05",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushB03",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/AminiBKTK12",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushPST05",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/GunaratneB10",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/MorrisBM08",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/WieseSB13",2
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/sigcomm/SinghBFHMMPS13",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/MeyersBDSC06",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushLMASD11",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/ChettyBBDG12",2
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/GrimesB08",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushJIM11",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/nsdi/DixonMABLSB12",3
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/MarshallB02",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/Brush02",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/RofoueiWBT12",2
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/NeustaedterYB09",2
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/YaroshIB10",2
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushBGC01",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushMTC07",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushAD04",0
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/KarlsonBS09",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/sp/SchechterBE09",1
"A. J. Bernheim Brush","GreaterEuropean","Jewish","\N","-","conf/chi/BrushBGG02",0
"A. J. M. M. Weijters","Asian","IndianSubContinent","\N","-","conf/coopis/MedeirosAW03",2
"A. Jain","Asian","IndianSubContinent","\N","-","conf/cvpr/ShajiVFYJC11",4
"A. James Stewart","GreaterEuropean","British","\N","-","conf/chi/KassilS09",1
"A. Johannes Pretorius","GreaterEuropean","WestEuropean","Italian","-","conf/coopis/ReinbergerSPD04",2
"A. K. M. Mahtab Hossain","Asian","IndianSubContinent","\N","-","conf/infocom/HossainS10",0
"A. K. Qin","Asian","GreaterEastAsian","EastAsian","-","conf/icde/ChenLQKJ16",2
"A. Kai Qin","Asian","GreaterEastAsian","EastAsian","-","conf/aaai/QinSSL05",0
"A. Kapoor","Asian","IndianSubContinent","\N","-","conf/infocom/KapoorFFP06",0
"A. Kapoor","Asian","IndianSubContinent","\N","-","conf/infocom/KapoorFFP05",0
"A. Karasik","Asian","IndianSubContinent","\N","-","conf/cvpr/Karasik10",0
"A. Karim Abu-Affash","GreaterAfrican","Muslim","\N","-","conf/compgeom/Abu-Affash11",0
"A. Karim Abu-Affash","GreaterAfrican","Muslim","\N","-","conf/esa/Abu-AffashCKT12",0
"A. Karim Abu-Affash","GreaterAfrican","Muslim","\N","-","conf/infocom/Abu-AffashACK10",0
"A. Karim Abu-Affash","GreaterAfrican","Muslim","\N","-","conf/compgeom/Abu-AffashCKS11",0
"A. Karim Abu-Affash","GreaterAfrican","Muslim","\N","-","conf/swat/Abu-AffashACK10",0
"A. Kashif Asdi","GreaterAfrican","Muslim","\N","-","conf/chi/AsdiD00",0
"A. Keith Dunker","Asian","GreaterEastAsian","EastAsian","-","conf/kdd/MidicDO09",1
"A. Khojestepour","GreaterAfrican","Muslim","\N","-","conf/infocom/LakshmananSKKR09",3
"A. Krishna Sinha","Asian","IndianSubContinent","\N","-","conf/cikm/FoxMRS07",3
"A. Kumar","Asian","IndianSubContinent","\N","-","conf/infocom/ClaypoolKK06",2
"A. Kumar","Asian","IndianSubContinent","\N","-","conf/cvpr/KumarZ11",0
"A. Kumar","Asian","IndianSubContinent","\N","-","conf/infocom/ClaypoolKK05",2
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/edbt/KumaranH04",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/ride/KumaranH03",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/dasfaa/KumaranH05",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/sigmod/KumaranH04",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/icde/KumaranCH06",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/icde/KumaranH04",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/sigir/JoshiJKKKS08",4
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/acl/KumaranSDAD09",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/cikm/KumaranH04",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/aaai/KhapraUKB10",2
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/sigir/KumaranK07",0
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/cikm/UdupaSKJ08",2
"A. Kumaran","Asian","IndianSubContinent","\N","-","conf/sigir/KumaranK07a",0
"A. L. Almeida","GreaterEuropean","WestEuropean","Hispanic","-","conf/icse/BriotGAAMMSFGL06",3
"A. L. Lambiris","GreaterAfrican","Muslim","\N","-","conf/www/PatrikakisDRL03",3
"A. L. Narasimha Reddy","Asian","IndianSubContinent","\N","-","conf/infocom/KimR05",1
"A. L. Narasimha Reddy","Asian","IndianSubContinent","\N","-","conf/sigmetrics/ZhaoADR02",3
"A. L. Narasimha Reddy","Asian","IndianSubContinent","\N","-","conf/sigcomm/BhandarkarRZL07",1
"A. Lobo","GreaterEuropean","British","\N","-","conf/issac/KaltofenLL00",2
"A. Lopez-Mendez","GreaterEuropean","WestEuropean","French","-","conf/cvpr/Lopez-MendezAPC11",0
"A. Lopez-Mendez","GreaterEuropean","WestEuropean","French","-","conf/cvpr/AlcoverroLPC11",1
"A. Luu","GreaterEuropean","British","\N","-","conf/infocom/FengKL05",2
"A. Lynn Abbott","GreaterEuropean","British","\N","-","conf/cvpr/LeeACA06",1
"A. Lynn Abbott","GreaterEuropean","British","\N","-","conf/cvpr/LeeAA07",1
"A. M. Boek","Asian","IndianSubContinent","\N","-","conf/aaai/SanfilippoCTBCPP07",3
"A. M. Buchanan","GreaterEuropean","British","\N","-","conf/cvpr/BuchananF05",0
"A. M. Cheriyadat","Asian","IndianSubContinent","\N","-","conf/cvpr/Cheriyadat11",0
"A. M. Martinez","GreaterEuropean","WestEuropean","Hispanic","-","conf/cvpr/Martinez11",0
"A. M. Robotis","Asian","GreaterEastAsian","Japanese","-","conf/www/PatrikakisDRL03",2
"A. Makhanov","Asian","GreaterEastAsian","Japanese","-","conf/cvpr/HolubMIMY09",3
"A. Medina","GreaterEuropean","Jewish","\N","-","conf/sigcomm/MedinaTSBD02",0
"A. Miller","GreaterEuropean","British","\N","-","conf/cvpr/DedeogluKMSM11",4
"A. Murat Tekalp","GreaterAfrican","Muslim","\N","-","conf/iccv/DockstaderIT03",2
"A. Murat Tekalp","GreaterAfrican","Muslim","\N","-","conf/cvpr/EkinT03",1
"A. Murat Tekalp","GreaterAfrican","Muslim","\N","-","conf/cvpr/ErdemST01",2
"A. N. Rajagopalan","Asian","IndianSubContinent","\N","-","conf/iccv/PunnappurathRR15",2
"A. N. Rajagopalan","Asian","IndianSubContinent","\N","-","conf/cvpr/MRA15",1
"A. N. Rajagopalan","Asian","IndianSubContinent","\N","-","conf/cvpr/ParamanandR10",1
"A. N. Rajagopalan","Asian","IndianSubContinent","\N","-","conf/cvpr/RengarajanPRS14",2
"A. N. Rajagopalan","Asian","IndianSubContinent","\N","-","conf/cvpr/SahayR15",1
"A. N. Rajagopalan","Asian","IndianSubContinent","\N","-","conf/cvpr/SahayR13",1
"A. N. Rajagopalan","Asian","IndianSubContinent","\N","-","conf/cvpr/RengarajanRA16",1
"A. N. Trahtman","GreaterAfrican","Muslim","\N","-","conf/mfcs/Trahtman06",0
"A. Nur Zincir-Heywood","GreaterAfrican","Muslim","\N","-","conf/widm/ZhangZM05",1
"A. Nur Zincir-Heywood","GreaterAfrican","Muslim","\N","-","conf/sp/ForoushaniZ13",1
"A. Nur Zincir-Heywood","GreaterAfrican","Muslim","\N","-","conf/kdd/MakanjuZM09",1
"A. Nur Zincir-Heywood","GreaterAfrican","Muslim","\N","-","conf/icde/LuoZ07",1
"A. Nur Zincir-Heywood","GreaterAfrican","Muslim","\N","-","conf/sp/GokcenFZ14",2
"A. Nur Zincir-Heywood","GreaterAfrican","Muslim","\N","-","conf/chi/MahendiranHZ14",2
"A. P. J. Abdul Kalam","Asian","GreaterEastAsian","Japanese","-","conf/www/Kalam11",0
"A. P. Yogananda","Asian","IndianSubContinent","\N","-","conf/icml/YoganandaMG07",0
"A. Patrice Seyed","GreaterAfrican","Africans","\N","-","conf/www/SeyedLPMM13",0
"A. Pavan","GreaterEuropean","WestEuropean","Italian","-","conf/cikm/TangwongsanPT13",1
"A. Pavan","GreaterEuropean","WestEuropean","Italian","-","conf/pods/McGregorPTW12",1
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/pldi/HinrichsRPVSZ13",4
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/edbt/IlarriWMIS09",4
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/fsttcs/Sistla02",0
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/ssdbm/WolfsonXS04",2
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/acl/DragutWYSM12",3
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/mfcs/ChadhaSV13",1
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/concur/MargariaSSZ05",1
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/edbt/BoothSWC09",1
"A. Prasad Sistla","Asian","IndianSubContinent","\N","-","conf/icde/DragutWSYM06",2
