"Nome","l0","l1","l2","Genero","ConfId","Posicao"
"Érick Alphonse","GreaterEuropean","Jewish","\N","M","conf/icml/AlphonseM02",0
"Érick Lopez-Ornelas","GreaterEuropean","British","\N","M","conf/icde/KukhunSLS08",2
"Érika F. Cota","GreaterEuropean","WestEuropean","Hispanic","F","conf/icsm/VieiraFC14",2
"Étienne André","GreaterEuropean","WestEuropean","Nordic","M","conf/icse/TanA00DC13",1
"Étienne André","GreaterEuropean","WestEuropean","Nordic","M","conf/www/TanCA0LD14",2
"Étienne André","GreaterEuropean","WestEuropean","Nordic","M","conf/icse/TanCSLAXD16",4
"Étienne Duris","GreaterEuropean","WestEuropean","French","M","conf/iwpc/ChilowiczDR09",1
"Étienne Lozes","GreaterEuropean","WestEuropean","French","M","conf/lics/HirschkoffLS02",1
"Étienne Lozes","GreaterEuropean","WestEuropean","French","M","conf/lfcs/BrocheninDL07",2
"Étienne Lozes","GreaterEuropean","WestEuropean","French","M","conf/fsttcs/HirschkoffLS03",1
"Étienne Lozes","GreaterEuropean","WestEuropean","French","M","conf/concur/LozesV08",0
"Étienne Lozes","GreaterEuropean","WestEuropean","French","M","conf/concur/CairesL04",1
"Étienne Mémin","GreaterEuropean","WestEuropean","French","M","conf/iccv/PapadakisM07",1
"Étienne Mémin","GreaterEuropean","WestEuropean","French","M","conf/cvpr/HellierBMP00",2
"Étienne Mémin","GreaterEuropean","WestEuropean","French","M","conf/iccv/CuzolM05",1
"Étienne Mémin","GreaterEuropean","WestEuropean","French","M","conf/iccv/HeasMHM09",1
"Étienne Mémin","GreaterEuropean","WestEuropean","French","M","conf/iccv/PapadakisCM07",2
"Étienne Payet","GreaterEuropean","WestEuropean","French","M","conf/cade/PayetS11",0
"Étienne Roquain","GreaterEuropean","WestEuropean","French","M","conf/colt/ArlotBR07",2
"Étienne Schramm","GreaterEuropean","WestEuropean","Germanic","M","conf/isaac/KnauerSSW05",1
"Éva Czabarka","GreaterEuropean","EastEuropean","\N","F","conf/soda/CzabarkaKMPT00",0
"Éva Sáfár","GreaterEuropean","EastEuropean","\N","F","conf/acl/MarshallS03",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/icalp/KempeKT05",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/stoc/KleinbergT08",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/stoc/GuptaT00",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/cvpr/FelzenszwalbPTZ10",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/stoc/HayrapetyanTW06",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/esa/Tardos03",0
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/focs/BlumeEKKT11",4
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/podc/HayrapetyanTW05",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/stoc/SyrgkanisT13",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/focs/LemeT10",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/ArcherPTT03",3
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/SvitkinaT06",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/LykourisST16",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/ArcherT02",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/focs/PalTW01",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/GabowGTW05",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/podc/KleinbergPT09",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/www/LucierLT12",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/stoc/KleinbergPT09",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/focs/PalT03",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/stoc/Tardos04",0
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/focs/ArcherT01",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/kdd/KempeKT03",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/LinRT04",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/stoc/AnshelevichDTW03",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/icalp/LinRTW05",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/LemeST12",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/ArcherFHKTT04",5
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/soda/HayrapetyanST05",2
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/focs/RoughgardenT00",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/esa/NguyenT08",1
"Éva Tardos","GreaterEuropean","WestEuropean","Hispanic","F","conf/focs/AnshelevichDKTWR04",3
"Ábel Hegedüs","GreaterEuropean","Jewish","\N","M","conf/kbse/BergmannHHRUV11",1
"Ábel Hegedüs","GreaterEuropean","Jewish","\N","M","conf/kbse/HegedusHRV11",0
"Ábel Hegedüs","GreaterEuropean","Jewish","\N","M","conf/kbse/AbdeenVSNDHH14",5
"Ábel Sinkovics","GreaterEuropean","EastEuropean","\N","M","conf/gpce/PorkolabS10",1
"Ádám Dániel Lelkes","GreaterEuropean","Jewish","\N","M","conf/alt/LelkesR15",0
"Ádám Dániel Lelkes","GreaterEuropean","Jewish","\N","M","conf/wdag/FishKLRT15",2
"Ádám Darvas","GreaterEuropean","WestEuropean","Hispanic","M","conf/fase/DarvasL07",0
"Ádám Darvas","GreaterEuropean","WestEuropean","Hispanic","M","conf/cade/DarvasMR08",0
"Ádám Darvas","GreaterEuropean","WestEuropean","Hispanic","M","conf/fase/DarvasM10",0
"Ádám Sipos","GreaterEuropean","Jewish","\N","M","conf/gpce/PorkolabMS06",2
"Ádám Stipkovits","GreaterEuropean","EastEuropean","\N","M","conf/sigcomm/NemethSSG12",1
"Ágnes Cseh","GreaterAfrican","Africans","\N","F","conf/isaac/ArulselvanCGMM15",1
"Ágnes Cseh","GreaterAfrican","Africans","\N","F","conf/icalp/CsehHK15",0
"Ágnes Cseh","GreaterAfrican","Africans","\N","F","conf/ipco/CsehK16",0
"Ágnes Kiss","GreaterEuropean","British","\N","F","conf/eurocrypt/Kiss016",0
"Ágnes Sándor","GreaterEuropean","British","\N","F","conf/www/ChernovLGS16",3
"Ágnes Szántó","GreaterEuropean","Jewish","\N","F","conf/issac/Janovitz-FreireichSMR08",1
"Ágnes Szántó","GreaterEuropean","Jewish","\N","F","conf/issac/Szanto11",0
"Ágnes Szántó","GreaterEuropean","Jewish","\N","F","conf/issac/MansfieldS03",1
"Ágnes Szántó","GreaterEuropean","Jewish","\N","F","conf/issac/HauensteinMS15",2
"Ágnes Szántó","GreaterEuropean","Jewish","\N","F","conf/issac/Janovitz-FreireichRS06",2
"Ágoston Srp","Asian","IndianSubContinent","\N","M","conf/cvpr/HumenbergerSSBSV12",4
"Ákos Hajnal","GreaterEuropean","Jewish","\N","M","conf/csmr/HajnalF02",0
"Ákos Horváth","GreaterEuropean","British","\N","M","conf/kbse/AbdeenVSNDHH14",6
"Ákos Horváth","GreaterEuropean","British","\N","M","conf/csmr/UjhelyiHVCSVF14",1
"Ákos Horváth","GreaterEuropean","British","\N","M","conf/kbse/UjhelyiHV11",1
"Ákos Horváth","GreaterEuropean","British","\N","M","conf/kbse/HegedusHRV11",1
"Ákos Horváth","GreaterEuropean","British","\N","M","conf/kbse/IzsoSBHR13",3
"Ákos Horváth","GreaterEuropean","British","\N","M","conf/kbse/BergmannHHRUV11",2
"Ákos Kádár","GreaterEuropean","EastEuropean","\N","M","conf/acl/ChrupalaKA15",1
"Ákos Kiss 0001","GreaterEuropean","British","\N","M","conf/csmr/SchrettnerFBKG12",3
"Ákos Kiss 0001","GreaterEuropean","British","\N","M","conf/scam/BinkleyDGHKK05",4
"Ákos Kiss 0001","GreaterEuropean","British","\N","M","conf/scam/BinkleyDGHKO04",4
"Ákos Kiss 0001","GreaterEuropean","British","\N","M","conf/scam/KissJLG03",0
"Ákos Lédeczi","GreaterEuropean","WestEuropean","Italian","M","conf/gpce/NordstromSCSEL03",5
"Ákos Lédeczi","GreaterEuropean","WestEuropean","Italian","M","conf/icse/VolgyesiSLDM10",2
"Ákos Ladányi","GreaterAfrican","Africans","\N","M","conf/infocom/Lopez-PerezLJRZ11",1
"Ákos Seress","GreaterAfrican","Africans","\N","M","conf/soda/BabaiBS04",2
"Ákos Seress","GreaterAfrican","Africans","\N","M","conf/issac/Seress12",0
"Ákos Seress","GreaterAfrican","Africans","\N","M","conf/stoc/BabaiBS09",2
"Ákos Seress","GreaterAfrican","Africans","\N","M","conf/issac/NeunhofferS06",1
"Ákos Utasi","GreaterAfrican","Africans","\N","M","conf/cvpr/UtasiB11",0
"Álvaro Barbero Jiménez","GreaterEuropean","WestEuropean","Hispanic","M","conf/icml/JimenezS11",0
"Álvaro Cassinelli","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/CassinelliPI05",0
"Álvaro Cassinelli","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/WildeCZ12",1
"Álvaro Cassinelli","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/ReynoldsCI08",1
"Álvaro Cassinelli","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/CassinelliMPZI12",0
"Álvaro Cassinelli","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/SteimleBCILMP13",2
"Álvaro Cassinelli","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/WatanabeCWI14",1
"Álvaro Cassinelli","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/Vaananen-Vainio-MattilaHCMRS13",2
"Álvaro Enrique Arenas","GreaterEuropean","WestEuropean","Hispanic","M","conf/er/ArenasMPA15",0
"Álvaro García-Recuero","GreaterEuropean","WestEuropean","Hispanic","M","conf/www/Garcia-Recuero16",0
"Álvaro Joaquin Parra Bustos","GreaterEuropean","WestEuropean","Hispanic","M","conf/cvpr/BustosCS14",0
"Álvaro Navas","Asian","IndianSubContinent","\N","M","conf/infocom/CuadradoNDV14",1
"Álvaro Parra Bustos","GreaterEuropean","WestEuropean","Hispanic","M","conf/iccv/BustosC15",0
"Álvaro R. Pereira Jr.","GreaterEuropean","WestEuropean","Hispanic","M","conf/www/PereiraDSDMMJF13",0
"Álvaro R. Pereira Jr.","GreaterEuropean","WestEuropean","Hispanic","M","conf/kdd/Baeza-YatesPZ06",1
"Álvaro R. Pereira Jr.","GreaterEuropean","WestEuropean","Hispanic","M","conf/www/Baeza-YatesPZ08",1
"Álvaro Rodrigo","GreaterEuropean","WestEuropean","Hispanic","M","conf/acl/GarridoPCR12",3
"Álvaro Rodrigo","GreaterEuropean","WestEuropean","Hispanic","M","conf/acl/PenasR11",1
"Álvaro Sarasua","Asian","GreaterEastAsian","EastAsian","M","conf/chi/SarasuaCT16",0
"Álvaro Soria","GreaterEuropean","WestEuropean","Hispanic","M","conf/csmr/SoriaPC09",0
"Álvaro Torralba","GreaterEuropean","WestEuropean","Hispanic","M","conf/ijcai/TorralbaLB16",0
"Álvaro Torralba","GreaterEuropean","WestEuropean","Hispanic","M","conf/ijcai/Torralba015",0
"Álvaro Torralba","GreaterEuropean","WestEuropean","Hispanic","M","conf/aaai/EdelkampKT15",2
"Álvaro Torralba","GreaterEuropean","WestEuropean","Hispanic","M","conf/ijcai/TorralbaGD016",0
"Álvaro Torralba Arias de Reyna","GreaterEuropean","WestEuropean","Hispanic","M","conf/ijcai/ReynaLB13",0
"Álvaro Villalba","GreaterEuropean","WestEuropean","Hispanic","M","conf/www/PerezVCLT14",1
"Álvaro Zubizarreta","GreaterEuropean","WestEuropean","Hispanic","M","conf/cikm/ZubizarretaFCACGLV08",0
"Ángel Cuevas","GreaterEuropean","WestEuropean","Hispanic","M","conf/www/GonzalezCMRC13",4
"Ángel Cuevas","GreaterEuropean","WestEuropean","Hispanic","M","conf/sigcomm/NewazCLCC11",1
"Ángel G. Andrade","GreaterEuropean","WestEuropean","Hispanic","M","conf/chi/SantanaRGCA05",4
"Ángel Sánchez","GreaterEuropean","EastEuropean","\N","M","conf/podc/ChristoforouAGMS12",4
"Ángel Serrano","GreaterEuropean","WestEuropean","Hispanic","M","conf/cvpr/CondeS05",1
"Ángel Viña","GreaterEuropean","WestEuropean","Italian","M","conf/widm/CachedaV01",1
"Ángel Viña","GreaterEuropean","WestEuropean","Italian","M","conf/vldb/PanRAMOHAMV02",8
"Ángeles S. Places","GreaterEuropean","British","\N","F","conf/er/LuacesPRS08",1
"Ángeles S. Places","GreaterEuropean","British","\N","F","conf/adbis/ParamaBPP02",3
"Áron Szentesi","GreaterEuropean","Jewish","\N","M","conf/infocom/JuttnerSS03",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/NagyPGB10",3
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/BeszedesGJTGR07",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/scam/SchrettnerJGBG12",3
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/TothNJBF10",3
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/VidacsBF04",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/JaszSBOG12",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/BeszedesGFGF07",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/BeszedesFSCG02",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/BeszedesGSCG01",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/SchrettnerFBKG12",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/FerencBTG02",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/scam/BeszedesSCGJG13",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/FerencB02",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/CsabaSBJHG13",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/scam/TengeriBHG14",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/VidacsBTSG14",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/BinkleyBIJV15",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/BaloghABVGV15",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/FerencBG04",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/PantosBGG08",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icse/BakotaBFG08",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/iwpc/TothVBG11",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/scam/BeszedesGG06",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/SzegediGBGT07",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/GergelyBGG10",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/FerencBFL05",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/iwpc/VidacsJBG08",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/csmr/BeszedesSG12",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/scam/BaloghB13",1
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/wcre/TengeriHBGG16",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/BeszedesGSJLG12",0
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/scam/BaloghSB15",2
"Árpád Beszédes","GreaterEuropean","Jewish","\N","M","conf/icsm/JaszBGR08",1
"Ítalo Cunha","GreaterEuropean","WestEuropean","Hispanic","M","conf/sigcomm/Katz-BassettSCCVFMAK12",3
"Ítalo Cunha","GreaterEuropean","WestEuropean","Hispanic","M","conf/sigcomm/JavedCCKAK13",1
"Ítalo Cunha","GreaterEuropean","WestEuropean","Hispanic","M","conf/sigcomm/CunhaTVD11",0
"Ítalo Cunha","GreaterEuropean","WestEuropean","Hispanic","M","conf/sigcomm/FazzionCGMTVD16",1
"Ítalo S. Cunha","GreaterEuropean","British","\N","M","conf/www/CostaCBRRAR04",1
"Áurea Rodríguez","GreaterEuropean","WestEuropean","Hispanic","F","conf/er/DominguezLPRRZ07",3
"Aïcha-Nabila Benharkat","GreaterAfrican","Muslim","\N","-","conf/dolap/RamiB02",1
"Aïcha-Nabila Benharkat","GreaterAfrican","Muslim","\N","-","conf/adbis/BoukhebouzeABM09",2
"Aïcha Mokhtari","GreaterAfrican","Muslim","\N","F","conf/adbis/Guebaili-DjiderMNNA13",1
"Aïcha Mokhtari","GreaterAfrican","Muslim","\N","F","conf/adbis/BouraiMK13",1
"Aïda Ouangraoua","Asian","GreaterEastAsian","EastAsian","F","conf/recomb/OuangraouaSC10",0
"Aïda Ouangraoua","Asian","GreaterEastAsian","EastAsian","F","conf/recomb/OuangraouaBS10",0
"Aïda Ouangraoua","Asian","GreaterEastAsian","EastAsian","F","conf/recomb/OuangraouaB09",0
"Aäron van den Oord","GreaterEuropean","British","\N","M","conf/icml/OordKK16",0
"Aäron Verachtert","GreaterEuropean","Jewish","\N","M","conf/ijcai/VerachtertBD16",0
"Aécio S. R. Santos","Asian","IndianSubContinent","\N","M","conf/sigir/PhamSF16",1
"Aécio S. R. Santos","Asian","IndianSubContinent","\N","M","conf/www/SantosPF16",0
"Aad 't Hart","GreaterEuropean","Jewish","\N","M","conf/icsm/BezemerZPHH10",4
"Aad P. A. van Moorsel","Asian","IndianSubContinent","\N","M","conf/chi/GreatheadCAM12",3
"Aad P. A. van Moorsel","Asian","IndianSubContinent","\N","M","conf/icse/MachulakPM08",2
"Aad P. A. van Moorsel","Asian","IndianSubContinent","\N","M","conf/icse/Molina-JimenezPM04",2
"Aída Gándara","Asian","IndianSubContinent","\N","F","conf/ssdbm/GandaraCSWSC11",0
"Aadil Mamuji","Asian","GreaterEastAsian","Japanese","M","conf/chi/VertegaalMSC05",1
"Aadil Mamuji","Asian","GreaterEastAsian","Japanese","M","conf/chi/SmithDCCSMHV05",5
"Aadirupa Saha","Asian","IndianSubContinent","\N","-","conf/icml/NarasimhanRS015",2
"Aaditeshwar Seth","Asian","IndianSubContinent","\N","-","conf/www/NagarSJ12",1
"Aaditeshwar Seth","Asian","IndianSubContinent","\N","-","conf/mobicom/SethKZGK06",0
"Aaditeshwar Seth","Asian","IndianSubContinent","\N","-","conf/cikm/ArdonBMRSTT13",4
"Aadithya V. Karthik","Asian","IndianSubContinent","\N","M","conf/icse/WangKWR15",1
"Aaditya Ramdas","Asian","IndianSubContinent","\N","M","conf/icml/RamdasS13",0
"Aaditya Ramdas","Asian","IndianSubContinent","\N","M","conf/icml/RamdasP14",0
"Aaditya Ramdas","Asian","IndianSubContinent","\N","M","conf/aaai/RamdasRPSW15",0
"Aaditya Ramdas","Asian","IndianSubContinent","\N","M","conf/alt/RamdasS13",0
"Aaditya Ramdas","Asian","IndianSubContinent","\N","M","conf/ijcai/RamdasW15",0
"Aaditya Ramdas","Asian","IndianSubContinent","\N","M","conf/ijcai/Ramdas15",0
"Aakanksha Chowdhery","Asian","IndianSubContinent","\N","F","conf/mobicom/ZhangCBJB15",1
"Aakanksha Chowdhery","Asian","IndianSubContinent","\N","F","conf/mobicom/WangCC16",1
"Aakanksha Gagrani","Asian","IndianSubContinent","\N","F","conf/ijcai/AwasthiGR07",1
"Aakar Gupta","Asian","IndianSubContinent","\N","M","conf/chi/GuptaPRB16",0
"Aakar Gupta","Asian","IndianSubContinent","\N","M","conf/uist/GuptaICPTB16",0
"Aakar Gupta","Asian","IndianSubContinent","\N","M","conf/chi/GuptaTCB12",0
"Aakar Gupta","Asian","IndianSubContinent","\N","M","conf/uist/GuptaAB16",0
"Aakar Gupta","Asian","IndianSubContinent","\N","M","conf/chi/GuptaB16",0
"Aakas Zhiyuli","Asian","GreaterEastAsian","EastAsian","-","conf/aaai/ZhiyuliLZ16",0
"Aakash Ahmad","GreaterAfrican","Muslim","\N","M","conf/csmr/AhmadP11",0
"Aakash Ahmad","GreaterAfrican","Muslim","\N","M","conf/icse/JamshidiAP14",1
"Aakash Ahmad","GreaterAfrican","Muslim","\N","M","conf/csmr/JamshidiGAP13",2
"Aakash Goel","Asian","IndianSubContinent","\N","M","conf/chi/StolperFKLGSC14",4
"Aakash Goel","Asian","IndianSubContinent","\N","M","conf/sigmod/GoelCGMMHW14",0
"Aakrosh Ratan","Asian","IndianSubContinent","\N","M","conf/recomb/MaRZMH07",1
"Aameek Singh","Asian","IndianSubContinent","\N","-","conf/podc/SinghKB07",0
"Aameek Singh","Asian","IndianSubContinent","\N","-","conf/icde/SinghL08",0
"Aameek Singh","Asian","IndianSubContinent","\N","-","conf/icde/BambaLCPSBPPLS07",9
"Aameek Singh","Asian","IndianSubContinent","\N","-","conf/sigir/SinghSLM03",0
"Aamer Zaheer","GreaterAfrican","Muslim","\N","M","conf/iccv/ZaheerABMK11",0
"Aamir Anis","GreaterAfrican","Africans","\N","M","conf/kdd/GaddeAO14",1
"Aamir Shafi","Asian","IndianSubContinent","\N","M","conf/spaa/LeeSL12",1
"Aamod Sane","Asian","IndianSubContinent","\N","M","conf/cikm/WelchSD12",1
"Aanchal Malhotra","Asian","IndianSubContinent","\N","F","conf/sigcomm/MalhotraG14",0
"Aanjhan Ranganathan","Asian","IndianSubContinent","\N","-","conf/mobicom/YuRMSC16",1
"Aanjhan Ranganathan","Asian","IndianSubContinent","\N","-","conf/sp/TippenhauerMRC13",2
"Aanjhan Ranganathan","Asian","IndianSubContinent","\N","-","conf/mobicom/MoserLLRRC16",3
"Aanjhan Ranganathan","Asian","IndianSubContinent","\N","-","conf/mobicom/RanganathanOC16",0
"Aapo Hyvärinen","GreaterEuropean","WestEuropean","French","M","conf/icml/HyvarinenSH08",0
"Aapo Koski","GreaterEuropean","Jewish","\N","M","conf/icse/KoskiM15",0
"Aapo Kyrola","GreaterEuropean","EastEuropean","\N","M","conf/spaa/ShunBFGKST12",4
"Aapo Kyrola","GreaterEuropean","EastEuropean","\N","M","conf/osdi/KyrolaBG12",0
"Aapo Kyrola","GreaterEuropean","EastEuropean","\N","M","conf/icml/BradleyKBG11",1
"Aapo Kyrola","GreaterEuropean","EastEuropean","\N","M","conf/spaa/SimhadriBFGK14",4
"Aaram Yun","Asian","GreaterEastAsian","EastAsian","M","conf/fse/YuWYP06",2
"Aaram Yun","Asian","GreaterEastAsian","EastAsian","M","conf/eurocrypt/CheonCKLLTY13",6
"Aaram Yun","Asian","GreaterEastAsian","EastAsian","M","conf/eurocrypt/Yun15",0
"Aarati Parmar","Asian","IndianSubContinent","\N","F","conf/aaai/Parmar02",0
"Aarne Ranta","GreaterEuropean","Jewish","\N","M","conf/cade/Ranta11",0
"Aarne Ranta","GreaterEuropean","Jewish","\N","M","conf/fase/HahnleJR02",2
"Aarne Ranta","GreaterEuropean","Jewish","\N","M","conf/acl/RantaAH10",0
"Aarnout Brombacher","GreaterEuropean","Jewish","\N","M","conf/chi/KocaB08",1
"Aarnout Brombacher","GreaterEuropean","Jewish","\N","M","conf/chi/KocaKB09",2
"Aaron A. Klammer","GreaterEuropean","Jewish","\N","M","conf/recomb/KlammerYMN07",0
"Aaron Adler","GreaterEuropean","Jewish","\N","M","conf/ijcai/BischelSPDA09",4
"Aaron Adler","GreaterEuropean","Jewish","\N","M","conf/chi/HammondLA10",2
